,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,ap_clusters,ap_time,gmm_clusters,gmm_time,dbscan_clusters,dbscan_time
0,0,14.86062,207,1,3,305.37105,62,297.45437,0,310.56614,-1,298.70395
1,0,14.86062,357,1,0,305.37105,86,297.45437,0,310.56614,-1,298.70395
2,0,14.86062,268,1,3,305.37105,12,297.45437,1,310.56614,-1,298.70395
3,0,14.86062,148,1,2,305.37105,70,297.45437,0,310.56614,-1,298.70395
4,0,14.86062,263,1,0,305.37105,21,297.45437,0,310.56614,-1,298.70395
5,0,14.86062,147,1,0,305.37105,3,297.45437,0,310.56614,-1,298.70395
6,0,14.86062,195,1,0,305.37105,53,297.45437,0,310.56614,-1,298.70395
7,0,14.86062,260,1,3,305.37105,11,297.45437,0,310.56614,-1,298.70395
8,0,14.86062,113,1,0,305.37105,51,297.45437,0,310.56614,-1,298.70395
9,0,14.86062,154,1,2,305.37105,73,297.45437,0,310.56614,-1,298.70395
10,0,14.86062,192,1,3,305.37105,12,297.45437,0,310.56614,-1,298.70395
11,0,14.86062,158,0,2,305.37105,40,297.45437,1,310.56614,-1,298.70395
12,0,14.86062,127,1,0,305.37105,79,297.45437,0,310.56614,-1,298.70395
13,0,14.86062,168,1,0,305.37105,45,297.45437,1,310.56614,-1,298.70395
14,0,14.86062,250,1,3,305.37105,80,297.45437,1,310.56614,-1,298.70395
15,0,14.86062,195,1,3,305.37105,80,297.45437,1,310.56614,-1,298.70395
16,0,14.86062,183,1,1,305.37105,58,297.45437,1,310.56614,-1,298.70395
17,0,14.86062,231,1,0,305.37105,36,297.45437,0,310.56614,-1,298.70395
18,0,14.86062,198,1,1,305.37105,75,297.45437,0,310.56614,-1,298.70395
19,0,14.86062,137,1,0,305.37105,21,297.45437,0,310.56614,-1,298.70395
20,0,14.86062,163,1,3,305.37105,3,297.45437,0,310.56614,-1,298.70395
21,0,14.86062,141,1,0,305.37105,3,297.45437,0,310.56614,-1,298.70395
22,0,14.86062,219,1,3,305.37105,4,297.45437,0,310.56614,-1,298.70395
23,0,14.86062,194,1,1,305.37105,57,297.45437,1,310.56614,-1,298.70395
24,0,14.86062,181,1,0,305.37105,10,297.45437,0,310.56614,-1,298.70395
25,0,14.86062,170,1,2,305.37105,0,297.45437,0,310.56614,-1,298.70395
26,0,14.86062,204,1,2,305.37105,83,297.45437,1,310.56614,-1,298.70395
27,0,14.86062,243,1,2,305.37105,34,297.45437,1,310.56614,-1,298.70395
28,0,14.86062,204,1,3,305.37105,12,297.45437,1,310.56614,-1,298.70395
29,0,14.86062,205,1,1,305.37105,83,297.45437,1,310.56614,-1,298.70395
30,0,14.86062,204,1,2,305.37105,29,297.45437,0,310.56614,-1,298.70395
31,0,14.86062,174,1,2,305.37105,29,297.45437,0,310.56614,-1,298.70395
32,0,14.86062,162,1,2,305.37105,34,297.45437,1,310.56614,-1,298.70395
33,0,14.86062,199,1,0,305.37105,36,297.45437,0,310.56614,-1,298.70395
34,0,14.86062,196,1,1,305.37105,53,297.45437,1,310.56614,-1,298.70395
35,0,14.86062,164,3,3,305.37105,68,297.45437,1,310.56614,-1,298.70395
36,0,14.86062,158,1,2,305.37105,50,297.45437,1,310.56614,-1,298.70395
37,0,14.86062,138,1,2,305.37105,63,297.45437,1,310.56614,-1,298.70395
38,0,14.86062,157,1,0,305.37105,45,297.45437,0,310.56614,-1,298.70395
39,0,14.86062,164,1,0,305.37105,87,297.45437,0,310.56614,-1,298.70395
40,0,14.86062,200,1,0,305.37105,65,297.45437,0,310.56614,-1,298.70395
41,0,14.86062,192,1,1,305.37105,76,297.45437,0,310.56614,-1,298.70395
42,0,14.86062,155,1,2,305.37105,44,297.45437,1,310.56614,-1,298.70395
43,0,14.86062,111,1,1,305.37105,1,297.45437,1,310.56614,-1,298.70395
44,0,14.86062,229,1,2,305.37105,24,297.45437,0,310.56614,-1,298.70395
45,0,14.86062,217,1,1,305.37105,18,297.45437,1,310.56614,-1,298.70395
46,0,14.86062,164,1,2,305.37105,2,297.45437,1,310.56614,-1,298.70395
47,0,14.86062,220,1,2,305.37105,57,297.45437,0,310.56614,-1,298.70395
48,0,14.86062,185,1,2,305.37105,17,297.45437,1,310.56614,-1,298.70395
49,0,14.86062,167,1,2,305.37105,70,297.45437,1,310.56614,-1,298.70395
50,0,14.86062,246,1,2,305.37105,30,297.45437,1,310.56614,-1,298.70395
51,0,14.86062,188,1,0,305.37105,66,297.45437,0,310.56614,-1,298.70395
52,0,14.86062,229,1,1,305.37105,45,297.45437,1,310.56614,-1,298.70395
53,0,14.86062,176,1,0,305.37105,79,297.45437,0,310.56614,-1,298.70395
54,0,14.86062,168,1,2,305.37105,12,297.45437,0,310.56614,-1,298.70395
55,0,14.86062,144,1,0,305.37105,41,297.45437,0,310.56614,-1,298.70395
56,0,14.86062,175,1,1,305.37105,73,297.45437,1,310.56614,-1,298.70395
57,0,14.86062,312,3,2,305.37105,52,297.45437,1,310.56614,-1,298.70395
58,0,14.86062,190,1,2,305.37105,37,297.45437,1,310.56614,-1,298.70395
59,0,14.86062,217,1,2,305.37105,34,297.45437,1,310.56614,-1,298.70395
60,0,14.86062,126,1,1,305.37105,65,297.45437,1,310.56614,-1,298.70395
61,0,14.86062,202,1,1,305.37105,76,297.45437,1,310.56614,-1,298.70395
