,Unnamed: 0,time,event
0,0,0.0,0.0
1,1,2.3148148148148147e-14,0.0
2,2,3.4722222222222224e-14,3.0
3,3,4.6296296296296295e-14,1.0
4,4,5.787037037037037e-14,1.0
5,5,5.787037037037037e-14,1.0
6,6,6.944444444444445e-14,0.0
7,7,8.101851851851852e-14,3.0
8,8,8.101851851851852e-14,3.0
9,9,8.101851851851852e-14,1.0
10,10,8.101851851851852e-14,4.0
11,11,9.259259259259259e-14,1.0
12,12,9.259259259259259e-14,1.0
13,13,9.259259259259259e-14,0.0
14,14,1.0416666666666666e-13,0.0
15,15,1.0416666666666666e-13,3.0
16,16,1.2731481481481483e-13,4.0
17,17,1.2731481481481483e-13,1.0
18,18,1.2731481481481483e-13,1.0
19,19,1.388888888888889e-13,0.0
20,20,1.388888888888889e-13,0.0
21,21,1.5046296296296297e-13,4.0
22,22,1.5046296296296297e-13,3.0
23,23,1.8518518518518518e-13,1.0
24,24,1.9675925925925925e-13,0.0
25,25,2.0833333333333332e-13,1.0
