,Unnamed: 0,time,event
0,0,0.0,4.0
1,1,0.0,1.0
2,2,2.3148148148148147e-14,1.0
3,3,2.3148148148148147e-14,4.0
4,4,5.787037037037037e-14,4.0
5,5,8.101851851851852e-14,1.0
6,6,8.101851851851852e-14,4.0
7,7,1.0416666666666666e-13,3.0
8,8,1.388888888888889e-13,3.0
9,9,1.388888888888889e-13,1.0
10,10,1.388888888888889e-13,3.0
11,11,1.5046296296296297e-13,1.0
12,12,1.736111111111111e-13,1.0
13,13,1.736111111111111e-13,1.0
14,14,1.8518518518518518e-13,1.0
15,15,1.8518518518518518e-13,4.0
16,16,1.8518518518518518e-13,4.0
17,17,1.9675925925925925e-13,1.0
18,18,1.9675925925925925e-13,1.0
19,19,2.0833333333333332e-13,1.0
