,Unnamed: 0,time,event
0,0,0.0,1.0
1,1,0.0,2.0
2,2,0.0,1.0
3,3,0.0,1.0
4,4,1.1574074074074074e-14,1.0
5,5,2.3148148148148147e-14,4.0
6,6,2.3148148148148147e-14,3.0
7,7,2.3148148148148147e-14,1.0
8,8,2.3148148148148147e-14,1.0
9,9,5.787037037037037e-14,0.0
10,10,5.787037037037037e-14,4.0
11,11,8.101851851851852e-14,0.0
12,12,1.0416666666666666e-13,0.0
13,13,1.0416666666666666e-13,3.0
14,14,1.2731481481481483e-13,1.0
15,15,1.2731481481481483e-13,1.0
16,16,1.388888888888889e-13,1.0
17,17,1.388888888888889e-13,1.0
18,18,1.8518518518518518e-13,0.0
19,19,1.9675925925925925e-13,1.0
20,20,1.9675925925925925e-13,0.0
21,21,1.9675925925925925e-13,3.0
22,22,2.0833333333333332e-13,0.0
23,23,2.0833333333333332e-13,4.0
24,24,2.0833333333333332e-13,0.0
