,time,event
0,2,36
1,2,32
2,3,55
3,3,1
4,3,11
5,7,2
6,7,1
7,9,76
8,9,3
9,10,11
10,11,1
11,11,9
12,12,1
13,14,64
14,14,32
15,14,1
16,15,2
17,15,11
18,16,4
19,17,1
20,17,11
21,18,36
22,18,1
23,18,9
24,19,1
25,19,9
26,20,11
27,21,1
28,21,11
29,23,2
30,23,1
31,23,11
32,24,3
33,24,1
34,25,3
35,26,1
36,26,9
37,27,1
38,27,11
39,29,1
40,30,2
41,31,1
42,31,9
43,32,3
44,33,1
45,33,9
46,33,11
47,35,11
48,36,1
49,37,2
50,37,1
51,38,11
52,39,46
53,39,1
54,39,11
55,40,1
56,40,11
57,42,32
58,42,1
59,43,11
60,44,2
61,44,1
62,45,11
63,46,3
64,46,11
65,47,4
66,47,1
67,48,11
68,50,57
69,50,1
70,50,8
71,50,9
72,51,2
73,51,1
74,51,11
75,52,1
76,52,11
77,55,1
78,56,3
79,56,1
80,57,2
81,57,11
82,58,4
83,58,1
84,59,1
85,59,9
86,60,3
87,60,1
88,61,1
89,61,9
90,61,11
91,62,1
92,64,1
93,64,11
94,67,36
95,67,3
96,67,1
97,67,11
98,68,1
99,70,1
100,71,14
101,71,9
102,72,1
103,72,11
104,73,11
105,74,1
106,75,2
107,75,11
108,76,11
109,77,3
110,77,9
111,79,1
112,80,1
113,81,4
114,81,3
115,81,1
116,82,18
117,82,11
118,84,11
119,85,2
120,85,64
121,85,3
122,85,1
123,86,3
124,86,1
125,86,11
126,87,36
127,87,62
128,87,9
129,87,11
130,89,3
131,89,11
132,91,4
133,91,123
134,91,1
135,91,11
136,92,11
137,93,2
138,93,3
139,93,1
140,93,11
141,94,36
142,94,57
143,94,1
144,94,9
145,95,1
146,95,11
147,96,1
148,99,1
149,99,11
150,100,11
151,101,1
152,102,11
153,103,2
154,103,1
155,103,11
156,104,1
157,106,4
158,107,1
159,109,11
160,110,1
161,110,11
162,113,2
163,113,1
164,113,11
165,114,3
166,114,1
167,114,11
168,116,11
169,117,64
170,117,3
171,117,1
172,118,3
173,118,1
174,120,1
175,120,11
176,121,4
177,121,2
178,122,64
179,122,11
180,123,1
181,123,11
182,124,1
183,124,11
184,125,36
185,125,9
186,126,1
187,126,9
188,127,4
189,129,2
190,129,9
191,129,11
192,130,4
193,130,11
194,134,11
195,135,11
196,136,11
197,137,1
198,138,4
199,138,1
200,138,9
201,138,11
202,138,10
203,139,9
204,140,4
205,140,21
206,141,2
207,141,1
208,141,50
209,141,11
210,142,1
211,142,11
212,143,1
213,144,3
214,144,11
215,145,1
216,145,9
217,147,2
218,148,11
219,149,1
220,150,4
221,150,21
222,150,1
223,151,4
224,151,21
225,151,11
226,152,1
227,152,11
228,154,4
229,154,36
230,154,9
231,155,4
232,155,2
233,155,11
234,156,1
235,157,18
236,157,1
237,158,9
238,159,4
239,159,11
240,160,2
241,160,1
242,161,1
243,161,50
244,162,4
245,162,46
246,162,1
247,164,1
248,164,9
249,165,9
250,166,1
251,168,2
252,169,50
253,169,9
254,170,4
255,170,64
256,170,3
257,170,1
258,173,21
259,173,1
260,174,4
261,174,11
262,175,2
263,175,9
264,175,11
265,176,9
266,178,22
267,178,15
268,178,3
269,178,1
270,180,4
271,180,43
272,180,36
273,180,24
274,180,62
275,180,1
276,180,9
277,181,4
278,181,36
279,181,1
280,181,10
281,182,4
282,182,2
283,182,1
284,187,43
285,187,24
286,187,8
287,187,9
288,187,10
289,188,3
290,189,4
291,189,2
292,191,21
293,191,1
294,191,9
295,192,9
296,193,1
297,194,4
298,194,1
299,194,9
300,196,2
301,196,1
302,196,11
303,197,4
304,199,2
305,200,1
306,201,64
307,201,3
308,201,1
309,201,9
310,202,1
311,204,29
312,204,50
313,204,9
314,205,2
315,205,9
316,207,3
317,208,1
318,208,11
319,209,1
320,209,9
321,209,11
322,210,1
323,212,1
324,213,9
325,214,2
326,214,1
327,214,50
328,214,11
329,215,4
330,215,26
331,215,9
332,216,72
333,219,23
334,219,1
335,220,33
336,220,9
337,221,4
338,221,123
339,221,3
340,221,1
341,221,9
342,225,4
343,225,1
344,225,9
345,227,1
346,228,1
347,229,36
348,229,2
349,229,24
350,229,39
351,229,9
352,229,11
353,230,64
354,230,3
355,230,1
356,231,4
357,232,1
358,234,1
359,235,4
360,235,11
361,241,2
362,241,1
363,241,9
364,242,4
365,242,1
366,243,4
367,243,1
368,244,75
369,246,1
370,247,1
371,248,11
372,249,2
373,249,1
374,253,18
375,254,1
376,255,1
377,256,4
378,256,11
379,257,11
380,260,2
381,260,1
382,261,9
383,262,21
384,263,91
385,263,3
386,263,11
387,264,1
388,264,9
389,264,11
390,267,4
391,267,18
392,268,2
393,269,1
394,269,11
395,270,11
396,271,64
397,271,1
398,272,1
399,272,9
400,275,2
401,275,1
402,276,1
403,276,11
404,277,1
405,278,1
406,278,9
407,280,9
408,281,2
409,282,1
410,282,9
411,283,1
412,283,11
413,285,1
414,285,11
415,288,1
416,288,11
417,289,11
418,290,2
419,290,11
420,291,36
421,291,1
422,292,1
423,292,11
424,293,15
425,294,1
426,295,4
427,295,1
428,295,9
429,296,2
430,296,1
431,297,64
432,297,91
433,297,3
434,297,1
435,298,1
436,299,1
437,300,23
438,300,11
439,302,1
440,303,2
441,304,4
442,304,1
443,304,11
444,305,1
445,305,11
446,306,1
447,306,11
448,308,28
449,308,39
450,308,1
451,308,8
452,308,11
453,310,4
454,314,11
455,315,2
456,315,1
457,316,1
458,317,1
459,318,1
460,318,11
461,319,1
462,319,11
463,320,2
464,320,1
465,320,11
466,322,1
467,323,1
468,323,11
469,324,1
470,324,11
471,325,1
472,327,91
473,327,3
474,327,1
475,327,11
476,328,36
477,328,1
478,330,2
479,331,16
480,331,1
481,331,9
482,332,11
483,333,9
484,334,1
485,335,2
486,335,1
487,338,1
