,time,event
0,0,37
1,0,3
2,0,1
3,1,1
4,1,11
5,3,3
6,3,1
7,4,37
8,4,1
9,4,11
10,5,1
11,6,23
12,6,1
13,7,3
14,7,1
15,7,11
16,8,1
17,9,37
18,9,1
19,10,1
20,12,3
21,12,1
22,13,3
23,15,3
24,15,1
25,16,37
26,16,3
27,17,1
28,20,1
29,21,1
30,22,11
31,25,37
32,25,3
33,25,1
34,26,37
35,26,1
36,28,37
37,28,1
38,30,37
39,30,1
40,32,1
41,33,37
42,33,1
43,34,1
44,38,37
45,39,1
46,40,37
47,40,1
48,41,3
49,41,1
50,42,1
51,43,1
52,44,3
53,45,37
54,45,1
55,46,1
56,47,37
57,47,1
58,48,1
59,48,11
60,49,37
61,49,1
62,50,37
63,51,37
64,51,1
65,52,1
66,53,1
67,54,37
68,54,1
69,55,37
70,55,3
71,55,1
72,56,37
73,56,1
74,57,1
75,58,1
76,59,37
77,59,1
78,60,37
79,60,3
80,60,1
81,61,37
82,63,1
83,63,11
84,66,37
85,67,1
86,68,37
87,68,1
88,69,1
89,71,1
90,72,3
91,72,1
92,73,1
93,74,37
94,74,1
95,75,37
96,77,1
97,79,37
98,79,1
99,80,3
100,82,1
101,83,37
102,83,1
103,84,2
104,84,3
105,84,1
106,85,1
107,87,1
108,88,3
109,88,1
110,90,3
111,97,24
112,97,3
113,97,11
114,99,1
115,100,1
116,100,11
117,101,1
118,102,37
119,102,1
120,103,3
121,103,11
122,104,2
123,104,1
124,105,1
125,107,1
126,108,37
127,108,1
128,110,37
129,110,1
130,111,1
131,112,11
132,113,1
133,114,1
134,115,1
135,116,3
136,121,1
137,122,1
138,125,34
139,125,2
140,125,1
141,126,1
142,127,11
143,128,37
144,128,1
145,130,1
146,131,1
147,132,1
148,132,11
149,135,3
150,135,1
151,136,1
152,137,1
153,138,37
154,138,1
155,139,1
156,140,37
157,141,1
158,143,1
159,144,1
160,146,2
161,147,1
162,147,11
163,148,1
164,149,37
165,149,1
166,150,1
167,152,1
168,154,1
169,156,3
170,157,1
171,159,3
172,159,1
173,161,37
174,161,2
175,161,1
176,162,1
177,163,3
178,163,1
179,164,1
180,165,11
181,166,37
182,166,1
183,167,3
184,167,1
185,168,37
186,168,1
187,169,37
188,169,1
189,170,37
190,170,1
191,173,37
192,173,1
193,174,37
194,174,1
195,174,11
196,175,1
197,176,37
198,176,1
199,177,4
200,177,0
201,177,1
202,177,11
203,178,1
204,179,1
205,180,37
206,180,3
207,180,1
208,182,1
209,183,37
210,183,1
211,183,11
212,184,24
213,184,1
214,185,37
215,185,2
216,185,3
217,185,1
218,187,3
219,189,2
220,189,3
221,190,1
222,191,37
223,191,1
224,193,1
225,193,11
226,194,1
227,196,1
228,198,1
229,199,1
230,200,37
231,200,1
232,201,1
233,202,37
234,202,1
235,202,11
236,203,1
237,203,11
238,204,1
239,205,1
240,206,1
241,206,11
242,208,1
243,209,1
244,211,1
245,212,1
246,214,37
247,217,37
248,218,37
249,218,1
250,219,1
251,220,1
252,221,1
253,222,3
254,222,1
255,223,45
256,223,1
257,224,1
258,224,11
259,225,1
260,226,37
261,226,1
262,229,3
263,229,1
264,231,11
265,232,4
266,232,1
267,235,37
268,235,3
269,235,1
270,236,1
271,237,1
272,237,11
273,238,1
274,239,1
275,240,1
276,241,1
277,242,1
278,243,37
279,243,3
280,247,37
281,247,3
282,249,1
283,250,37
284,250,1
285,251,1
286,254,37
287,254,1
288,255,1
289,256,3
290,256,1
291,258,37
292,258,3
293,258,1
294,259,37
295,259,3
296,260,1
297,261,1
298,262,1
299,263,3
300,264,34
301,264,2
302,264,3
303,264,1
304,266,2
305,267,1
306,268,1
307,269,1
308,270,37
309,270,3
310,271,3
311,271,1
312,272,1
313,273,4
314,273,1
315,274,1
316,275,37
317,275,1
318,276,1
319,278,37
320,278,1
321,279,37
322,279,1
323,280,37
324,280,1
325,281,37
326,281,3
327,281,1
328,282,1
329,283,1
330,285,1
331,286,1
332,287,3
333,287,1
334,287,11
335,288,37
336,288,1
337,289,1
338,290,3
339,290,11
340,291,1
341,292,37
342,292,1
343,292,30
344,292,11
345,293,1
346,293,11
347,294,1
348,295,1
349,297,1
350,298,1
351,299,1
352,300,37
353,300,3
354,300,1
355,301,1
356,301,11
357,302,3
358,302,1
359,305,1
360,311,37
361,311,1
362,312,1
363,313,1
364,315,37
365,315,1
366,316,3
367,316,1
368,317,1
369,318,1
370,319,1
371,320,1
372,321,37
373,323,1
374,324,3
375,324,1
376,325,37
377,325,1
378,326,1
379,327,37
380,327,2
381,327,98
382,327,1
383,328,37
384,328,11
385,329,37
386,330,37
387,330,1
388,331,1
389,332,1
390,333,1
391,335,1
392,336,1
393,340,37
394,341,1
395,342,37
396,342,1
397,343,1
398,343,11
399,344,37
400,344,1
401,345,1
402,347,3
403,347,1
404,348,37
405,348,1
406,348,11
407,349,80
408,349,2
409,349,24
410,349,11
411,350,1
412,351,3
413,351,1
414,362,37
415,362,3
416,362,1
417,363,34
418,363,4
419,363,1
420,364,1
421,366,1
422,367,80
423,367,3
424,367,1
425,367,11
426,367,10
427,368,11
428,370,2
429,371,34
430,372,2
431,372,1
432,373,1
433,374,1
434,376,4
435,376,1
436,377,4
437,377,1
438,378,4
439,380,1
440,381,1
441,388,1
442,389,1
443,397,1
444,399,37
445,402,3
446,403,1
447,404,1
448,406,37
449,406,1
450,407,1
451,408,1
452,409,37
453,409,1
454,410,37
455,410,1
456,411,1
457,412,37
458,412,1
459,413,11
460,414,1
461,415,1
462,416,1
463,417,1
464,417,11
465,418,37
466,418,1
467,419,1
468,420,37
469,420,1
470,421,3
471,421,1
472,423,1
473,424,1
474,425,1
475,426,11
476,427,4
477,427,1
478,428,1
479,430,37
480,430,1
481,430,11
482,431,1
483,432,37
484,432,1
485,433,1
486,434,1
487,435,1
488,436,1
489,437,1
490,438,1
491,439,37
492,439,3
493,440,1
494,441,1
495,442,25
496,442,15
497,442,1
498,444,1
499,445,1
500,446,1
501,447,11
502,448,37
503,448,1
504,449,1
505,450,1
506,451,1
507,452,37
508,452,1
509,453,1
510,454,1
511,457,1
512,458,1
513,459,3
514,459,1
515,460,1
516,461,37
517,462,25
518,463,37
519,463,1
520,464,37
521,464,1
522,465,37
523,465,1
524,467,1
525,468,2
526,469,3
527,470,1
528,471,1
529,472,1
530,473,1
531,474,37
532,474,1
533,475,1
534,476,1
535,476,9
536,477,1
537,478,3
538,478,1
539,479,1
540,480,3
541,480,1
542,481,1
543,482,37
544,483,1
545,485,37
546,486,1
547,486,11
548,488,1
549,489,103
550,489,11
551,490,76
552,490,1
553,491,37
554,491,1
555,492,37
556,492,1
557,492,11
558,494,1
559,495,1
560,496,30
561,498,1
562,498,7
563,499,3
564,499,1
565,502,1
566,507,1
567,508,1
568,509,1
569,511,1
570,512,1
571,513,1
572,515,3
573,516,37
574,524,3
575,524,1
576,526,25
577,526,1
578,526,11
579,527,1
580,528,1
581,532,1
582,533,37
583,533,1
584,534,1
585,535,3
586,535,1
587,535,11
588,536,1
589,537,1
590,538,1
591,539,37
592,539,1
593,540,1
594,540,11
595,541,3
596,541,1
597,542,3
598,542,1
599,542,11
600,543,11
601,544,1
602,545,3
603,545,1
604,546,1
605,546,11
606,547,1
607,548,1
608,549,1
609,550,1
610,552,18
611,552,1
612,552,11
613,553,1
614,555,1
615,556,1
616,557,1
617,558,1
618,559,4
619,559,1
620,561,1
621,570,1
622,571,1
623,572,3
624,572,1
625,573,45
626,573,1
627,575,1
628,576,1
629,577,1
630,578,1
631,579,1
632,580,1
633,585,1
634,586,1
635,587,34
636,587,45
637,587,1
638,588,1
639,590,1
640,591,1
641,592,1
642,593,1
643,594,45
644,597,1
645,598,1
646,599,1
647,600,2
648,602,1
649,602,9
650,603,1
651,604,1
652,604,11
653,605,11
654,607,3
655,613,3
656,618,4
657,618,1
658,619,1
659,620,1
660,621,1
661,623,1
662,624,1
663,625,1
664,626,1
665,627,1
666,629,3
667,629,1
668,630,1
669,631,3
670,631,1
671,633,1
672,634,1
673,635,1
674,637,1
675,640,1
676,641,1
677,645,3
678,646,1
679,647,1
680,648,18
681,648,1
682,649,1
683,651,25
684,651,1
685,652,1
686,653,3
687,653,1
688,654,1
689,655,1
690,656,1
691,657,1
