,time,event
0,1,24
1,2,35
2,2,11
3,3,11
4,4,11
5,13,4
6,14,39
7,17,3
8,19,11
9,20,11
10,21,1
11,22,1
12,26,1
13,27,18
14,30,1
15,32,40
16,34,43
17,34,24
18,34,16
19,34,9
20,35,5
21,35,16
22,35,44
23,35,1
24,38,21
25,42,11
26,47,3
27,47,8
28,49,36
29,51,39
30,51,1
31,53,1
32,54,1
33,54,54
34,55,21
35,56,54
36,58,39
37,60,4
38,60,9
39,60,11
40,63,39
41,63,1
42,64,9
43,64,11
44,66,15
45,66,54
46,67,48
47,69,39
48,69,3
49,70,54
50,73,1
51,75,3
52,76,15
53,76,11
54,77,39
55,77,1
56,77,11
57,78,1
58,80,39
59,83,11
60,84,1
61,84,11
62,85,65
63,86,65
64,87,18
65,89,11
66,91,39
67,91,1
68,96,39
69,98,3
70,98,54
71,103,36
72,103,39
73,103,1
74,104,4
75,105,4
76,105,24
77,105,11
78,106,65
79,107,3
80,111,11
81,112,39
82,118,1
83,119,39
84,119,1
85,120,4
86,120,11
87,126,39
88,126,1
89,126,11
90,127,9
91,128,24
92,128,39
93,128,1
94,128,9
95,128,11
96,131,39
97,131,1
98,132,48
99,132,15
100,133,11
101,136,3
102,137,24
103,137,39
104,137,1
105,138,1
106,139,11
107,140,39
108,140,1
109,140,54
110,142,11
111,146,39
112,146,1
113,153,4
114,153,1
115,154,24
116,154,39
117,154,9
118,155,15
119,156,39
120,156,3
121,156,1
122,159,39
123,160,4
124,160,1
125,160,9
126,160,11
127,161,4
128,161,39
129,161,1
130,162,18
131,163,3
132,165,3
133,167,3
134,167,1
135,168,4
136,168,1
137,168,11
138,169,34
139,169,24
140,169,39
141,169,11
142,170,24
143,172,36
144,172,39
145,172,11
146,174,4
147,174,23
148,174,39
149,174,1
150,175,39
151,176,3
152,192,4
153,192,1
154,193,4
155,193,39
156,193,1
157,194,24
158,194,1
159,194,11
160,195,15
161,195,24
162,195,39
163,196,1
164,196,54
165,197,36
166,197,3
167,197,1
168,198,23
169,198,24
170,198,3
171,198,1
172,198,11
173,199,3
174,199,1
175,200,11
176,202,72
177,203,39
178,203,11
179,204,9
180,204,11
181,206,24
182,206,1
183,206,11
184,207,4
185,207,18
186,209,4
187,209,24
188,209,39
189,209,3
190,209,1
191,209,9
192,209,11
193,210,3
194,210,11
195,213,18
196,214,4
197,216,36
198,216,24
199,216,18
200,217,66
201,217,24
202,217,1
203,218,36
204,218,3
205,218,18
206,220,4
207,220,18
208,221,4
209,222,3
210,223,24
211,223,18
212,224,18
213,226,35
214,226,9
215,226,11
216,227,3
217,227,1
218,228,3
219,229,18
220,229,1
221,229,11
222,230,3
223,230,1
224,232,1
225,238,11
226,241,21
227,241,39
228,241,1
229,242,48
230,244,4
231,244,15
232,244,24
233,244,1
234,244,11
235,245,39
236,245,1
237,249,48
238,249,39
239,251,1
240,251,11
241,252,39
242,255,1
243,255,11
244,259,39
245,259,3
246,259,1
247,261,3
248,261,72
249,262,72
250,273,4
251,273,39
252,273,54
253,273,11
254,274,1
255,275,39
256,275,1
257,278,24
258,278,1
259,278,11
260,282,1
261,283,39
262,286,18
263,288,3
264,289,3
265,291,11
266,292,39
267,292,1
268,293,36
269,293,1
270,293,8
271,293,11
272,294,1
273,297,18
274,301,9
275,301,11
276,302,82
277,303,48
278,303,39
279,303,1
280,304,80
281,304,36
282,304,24
283,304,1
284,304,54
285,304,9
286,305,39
287,305,1
288,305,9
289,306,4
290,307,4
291,307,11
292,308,39
293,308,35
294,308,11
295,309,4
296,309,54
297,311,39
298,311,26
299,314,4
300,314,36
301,314,15
302,314,45
303,315,4
304,315,1
305,318,3
306,318,1
307,319,1
308,320,48
309,320,16
310,320,3
311,320,9
312,321,112
313,321,36
314,322,4
315,322,39
316,322,1
317,322,54
318,323,15
319,326,1
320,327,39
321,327,1
322,328,24
323,328,18
324,329,4
325,330,39
326,333,1
327,336,4
328,336,39
329,336,3
330,336,1
331,340,1
332,342,9
333,343,4
334,343,39
335,345,42
336,348,1
337,349,28
338,349,1
339,350,3
340,352,3
341,354,39
342,356,1
343,357,1
344,359,35
345,359,1
346,361,3
347,363,48
348,363,1
349,363,9
350,364,3
351,365,39
352,366,9
353,367,1
354,368,1
355,369,111
356,370,15
357,370,24
358,370,1
359,371,35
360,371,1
361,371,19
362,372,1
363,372,11
364,373,4
365,373,21
366,373,43
367,373,89
368,373,65
369,374,39
370,377,24
371,377,18
372,378,39
373,380,1
374,381,3
375,383,3
376,384,4
377,385,36
378,385,18
379,386,39
380,390,23
381,391,4
382,391,9
383,392,39
384,392,3
385,392,11
386,393,4
387,393,1
388,394,4
389,397,18
390,398,39
391,399,1
392,404,18
393,405,39
394,405,9
395,406,1
396,408,65
397,412,39
398,412,18
399,412,1
400,413,3
401,415,1
402,416,4
403,416,11
404,418,1
405,421,4
406,424,1
407,426,4
408,426,39
409,426,1
410,431,9
411,433,4
412,433,8
413,434,65
414,436,36
415,436,1
416,438,39
417,438,3
418,439,16
419,440,65
420,441,3
421,441,1
422,445,1
423,445,9
424,448,39
425,449,3
426,451,4
427,451,1
428,454,1
429,454,54
430,454,9
431,455,65
432,459,54
433,461,24
434,462,9
435,462,11
436,465,5
437,465,1
438,467,54
439,468,18
440,468,1
441,468,11
442,469,36
443,469,39
444,469,1
445,470,9
446,471,3
447,472,4
448,472,1
449,473,3
450,476,16
451,478,39
452,478,1
453,479,4
454,479,3
455,479,65
456,479,1
457,481,1
458,482,24
459,482,39
460,482,11
461,483,1
462,483,11
463,484,24
464,484,9
465,486,11
466,487,39
467,487,1
468,489,54
469,489,9
470,490,1
471,494,4
472,494,1
473,496,16
474,496,11
475,497,1
476,498,28
477,501,3
478,501,1
479,502,4
480,502,1
481,503,39
482,503,11
483,504,24
484,504,1
485,504,11
486,505,9
487,506,39
488,506,1
