,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,16,0.0,3.0,3.0,3.0
1,3.0,desktop,16,3.0,3.0,3.0,3.0
2,6.0,desktop,16,6.0,3.0,1.0,3.0
3,9.0,desktop,16,7.0,1.0,1.0,1.0
4,10.0,desktop,16,8.0,97.0,97.0,1.0
5,107.0,desktop,16,105.0,1.0,1.0,1.0
6,108.0,desktop,16,106.0,1.0,1.0,1.0
7,109.0,desktop,16,107.0,1.0,2.0,1.0
8,110.0,desktop,16,109.0,72.0,72.0,2.0
9,182.0,desktop,16,181.0,2.0,2.0,2.0
10,184.0,desktop,16,183.0,2.0,1.0,2.0
11,186.0,desktop,16,184.0,1.0,2.0,1.0
12,187.0,desktop,16,186.0,2.0,1.0,2.0
13,189.0,desktop,16,187.0,1.0,2.0,1.0
14,190.0,desktop,16,189.0,2.0,3.0,2.0
