,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,18,0.0,1.0,1.0,1.0
1,1.0,mobile,18,1.0,1.0,2.0,1.0
2,2.0,desktop,18,3.0,2.0,1.0,2.0
3,4.0,desktop,18,4.0,87.0,88.0,1.0
4,91.0,mobile,18,92.0,2.0,3.0,2.0
5,93.0,desktop,18,95.0,3.0,2.0,3.0
6,96.0,mobile,18,97.0,2.0,1.0,2.0
7,98.0,mobile,18,98.0,1.0,1.0,1.0
8,99.0,mobile,18,99.0,1.0,1.0,1.0
9,100.0,mobile,18,100.0,1.0,2.0,1.0
10,101.0,mobile,18,102.0,113.0,112.0,2.0
11,214.0,desktop,18,214.0,1.0,1.0,1.0
12,215.0,mobile,18,215.0,1.0,1.0,1.0
13,216.0,mobile,18,216.0,1.0,1.0,1.0
14,217.0,mobile,18,217.0,1.0,1.0,1.0
15,218.0,desktop,18,218.0,1.0,2.0,1.0
16,219.0,mobile,18,220.0,2.0,1.0,2.0
