,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,17,0.0,2.0,4.0,1.0
1,2.0,mobile,17,4.0,3.0,2.0,3.0
2,5.0,mobile,17,6.0,3.0,2.0,2.0
3,8.0,mobile,17,8.0,2.0,2.0,1.0
4,10.0,mobile,17,10.0,1.0,2.0,1.0
5,11.0,mobile,17,12.0,2.0,1.0,2.0
6,13.0,mobile,17,13.0,115.0,115.0,1.0
7,128.0,mobile,17,128.0,1.0,2.0,1.0
8,129.0,mobile,17,130.0,2.0,3.0,2.0
9,131.0,mobile,17,133.0,3.0,1.0,3.0
10,134.0,mobile,17,134.0,1.0,2.0,1.0
11,135.0,mobile,17,136.0,2.0,1.0,2.0
12,137.0,mobile,17,137.0,1.0,2.0,1.0
13,138.0,mobile,17,139.0,2.0,1.0,2.0
14,140.0,mobile,17,140.0,1.0,1.0,1.0
15,141.0,mobile,17,141.0,1.0,2.0,1.0
