,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,20,0.0,2.0,2.0,2.0
1,2.0,mobile,20,2.0,2.0,2.0,2.0
2,4.0,mobile,20,4.0,2.0,1.0,2.0
3,6.0,mobile,20,5.0,4.0,4.0,1.0
4,10.0,mobile,20,9.0,1.0,1.0,1.0
5,11.0,mobile,20,10.0,10.0,13.0,1.0
6,21.0,mobile,20,23.0,4.0,2.0,4.0
7,25.0,mobile,20,25.0,2.0,1.0,2.0
8,27.0,mobile,20,26.0,1.0,2.0,1.0
9,28.0,mobile,20,28.0,2.0,2.0,2.0
10,30.0,mobile,20,30.0,2.0,1.0,2.0
11,32.0,mobile,20,31.0,1.0,1.0,1.0
12,33.0,mobile,20,32.0,1.0,1.0,1.0
13,34.0,mobile,20,33.0,1.0,4.0,1.0
14,35.0,mobile,20,37.0,4.0,2.0,4.0
15,39.0,mobile,20,39.0,3.0,7.0,2.0
16,42.0,mobile,20,46.0,6.0,2.0,6.0
17,48.0,mobile,20,48.0,2.0,1.0,2.0
18,50.0,mobile,20,49.0,1.0,2.0,1.0
