,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,15,0.0,2.0,4.0,2.0
1,2.0,desktop,15,4.0,4.0,1.0,4.0
2,6.0,desktop,15,5.0,1.0,3.0,1.0
3,7.0,desktop,15,8.0,3.0,3.0,3.0
4,10.0,desktop,15,11.0,112.0,113.0,3.0
5,122.0,desktop,15,124.0,4.0,2.0,4.0
6,126.0,desktop,15,126.0,2.0,2.0,2.0
7,128.0,desktop,15,128.0,4.0,5.0,2.0
8,132.0,desktop,15,133.0,3.0,3.0,3.0
9,135.0,desktop,15,136.0,117.0,115.0,3.0
10,252.0,desktop,15,251.0,1.0,1.0,1.0
11,253.0,desktop,15,252.0,1.0,1.0,1.0
12,254.0,desktop,15,253.0,1.0,2.0,1.0
13,255.0,desktop,15,255.0,2.0,2.0,2.0
