,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,25,0.0,2.0,1.0,2.0
1,2.0,mobile,25,1.0,1.0,1.0,1.0
2,3.0,mobile,25,2.0,1.0,1.0,1.0
3,4.0,mobile,25,3.0,1.0,1.0,1.0
4,5.0,tablet,25,4.0,1.0,1.0,1.0
5,6.0,mobile,25,5.0,69.0,71.0,1.0
6,75.0,mobile,25,76.0,3.0,1.0,3.0
7,78.0,mobile,25,77.0,1.0,1.0,1.0
8,79.0,mobile,25,78.0,1.0,1.0,1.0
9,80.0,tablet,25,79.0,1.0,1.0,1.0
10,81.0,mobile,25,80.0,1.0,1.0,1.0
11,82.0,tablet,25,81.0,1.0,1.0,1.0
12,83.0,tablet,25,82.0,24.0,24.0,1.0
13,107.0,desktop,25,106.0,1.0,2.0,1.0
14,108.0,desktop,25,108.0,2.0,1.0,2.0
15,110.0,desktop,25,109.0,1.0,1.0,1.0
16,111.0,desktop,25,110.0,1.0,2.0,1.0
17,112.0,tablet,25,112.0,2.0,1.0,2.0
18,114.0,tablet,25,113.0,1.0,1.0,1.0
19,115.0,tablet,25,114.0,62.0,62.0,1.0
20,177.0,mobile,25,176.0,1.0,1.0,1.0
21,178.0,mobile,25,177.0,1.0,1.0,1.0
22,179.0,mobile,25,178.0,1.0,1.0,1.0
23,180.0,mobile,25,179.0,1.0,1.0,1.0
