,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,18,0.0,1.0,1.0,1.0
1,1.0,desktop,18,1.0,1.0,1.0,1.0
2,2.0,desktop,18,2.0,1.0,1.0,1.0
3,3.0,desktop,18,3.0,1.0,2.0,1.0
4,4.0,desktop,18,5.0,2.0,2.0,2.0
5,6.0,mobile,18,7.0,23.0,23.0,2.0
6,29.0,mobile,18,30.0,2.0,1.0,2.0
7,31.0,mobile,18,31.0,1.0,1.0,1.0
8,32.0,mobile,18,32.0,1.0,1.0,1.0
9,33.0,mobile,18,33.0,1.0,1.0,1.0
10,34.0,mobile,18,34.0,1.0,1.0,1.0
11,35.0,mobile,18,35.0,1.0,1.0,1.0
12,36.0,mobile,18,36.0,1.0,2.0,1.0
13,37.0,desktop,18,38.0,111.0,112.0,2.0
14,148.0,desktop,18,150.0,3.0,1.0,3.0
15,151.0,mobile,18,151.0,1.0,2.0,1.0
16,152.0,mobile,18,153.0,2.0,4.0,2.0
