,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,17,0.0,1.0,2.0,1.0
1,1.0,desktop,17,2.0,2.0,2.0,2.0
2,3.0,desktop,17,4.0,2.0,1.0,2.0
3,5.0,desktop,17,5.0,7.0,7.0,1.0
4,12.0,desktop,17,12.0,1.0,1.0,1.0
5,13.0,desktop,17,13.0,1.0,1.0,1.0
6,14.0,desktop,17,14.0,1.0,1.0,1.0
7,15.0,desktop,17,15.0,16.0,16.0,1.0
8,31.0,mobile,17,31.0,1.0,1.0,1.0
9,32.0,desktop,17,32.0,1.0,2.0,1.0
10,33.0,desktop,17,34.0,2.0,1.0,2.0
11,35.0,desktop,17,35.0,1.0,1.0,1.0
12,36.0,desktop,17,36.0,1.0,1.0,1.0
13,37.0,desktop,17,37.0,1.0,1.0,1.0
14,38.0,desktop,17,38.0,1.0,1.0,1.0
15,39.0,desktop,17,39.0,1.0,2.0,1.0
