,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,15,0.0,1.0,2.0,1.0
1,1.0,mobile,15,2.0,2.0,2.0,2.0
2,3.0,mobile,15,4.0,2.0,1.0,2.0
3,5.0,desktop,15,5.0,113.0,114.0,1.0
4,118.0,desktop,15,119.0,2.0,2.0,2.0
5,120.0,desktop,15,121.0,2.0,1.0,2.0
6,122.0,desktop,15,122.0,1.0,2.0,1.0
7,123.0,desktop,15,124.0,2.0,1.0,2.0
8,125.0,desktop,15,125.0,1.0,2.0,1.0
9,126.0,desktop,15,127.0,2.0,1.0,2.0
10,128.0,desktop,15,128.0,1.0,4.0,1.0
11,129.0,desktop,15,132.0,4.0,2.0,4.0
12,133.0,desktop,15,134.0,2.0,3.0,2.0
13,135.0,desktop,15,137.0,3.0,1.0,3.0
