,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,17,0.0,1.0,1.0,1.0
1,1.0,mobile,17,1.0,1.0,2.0,1.0
2,2.0,mobile,17,3.0,2.0,1.0,2.0
3,4.0,mobile,17,4.0,1.0,1.0,1.0
4,5.0,mobile,17,5.0,2.0,2.0,1.0
5,7.0,mobile,17,7.0,1.0,1.0,1.0
6,8.0,mobile,17,8.0,1.0,1.0,1.0
7,9.0,mobile,17,9.0,1.0,1.0,1.0
8,10.0,mobile,17,10.0,1.0,1.0,1.0
9,11.0,mobile,17,11.0,1.0,1.0,1.0
10,12.0,mobile,17,12.0,1.0,1.0,1.0
11,13.0,mobile,17,13.0,61.0,61.0,1.0
12,74.0,mobile,17,74.0,1.0,1.0,1.0
13,75.0,mobile,17,75.0,1.0,2.0,1.0
14,76.0,mobile,17,77.0,2.0,1.0,2.0
15,78.0,mobile,17,78.0,1.0,1.0,1.0
