,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,15,0.0,3.0,1.0,3.0
1,3.0,desktop,15,1.0,1.0,1.0,1.0
2,4.0,desktop,15,2.0,1.0,1.0,1.0
3,5.0,desktop,15,3.0,1.0,2.0,1.0
4,6.0,desktop,15,5.0,2.0,2.0,2.0
5,8.0,desktop,15,7.0,2.0,1.0,2.0
6,10.0,desktop,15,8.0,1.0,3.0,1.0
7,11.0,desktop,15,11.0,3.0,2.0,3.0
8,14.0,desktop,15,13.0,2.0,1.0,2.0
9,16.0,desktop,15,14.0,190.0,195.0,1.0
10,206.0,desktop,15,209.0,6.0,1.0,6.0
11,212.0,mobile,15,210.0,1.0,1.0,1.0
12,213.0,desktop,15,211.0,1.0,1.0,1.0
13,214.0,desktop,15,212.0,1.0,3.0,1.0
