,time,event0,event1,event2,event3,event4,event5
0,0.0,tablet,18,0.0,2.0,2.0,2.0
1,2.0,tablet,18,2.0,2.0,2.0,2.0
2,4.0,tablet,18,4.0,2.0,2.0,2.0
3,6.0,tablet,18,6.0,2.0,1.0,2.0
4,8.0,tablet,18,7.0,1.0,1.0,1.0
5,9.0,tablet,18,8.0,1.0,1.0,1.0
6,10.0,desktop,18,9.0,1.0,1.0,1.0
7,11.0,desktop,18,10.0,1.0,6.0,1.0
8,12.0,desktop,18,16.0,7.0,5.0,6.0
9,19.0,desktop,18,21.0,4.0,1.0,4.0
10,23.0,desktop,18,22.0,1.0,2.0,1.0
11,24.0,tablet,18,24.0,2.0,1.0,2.0
12,26.0,desktop,18,25.0,1.0,2.0,1.0
13,27.0,tablet,18,27.0,3.0,3.0,2.0
14,30.0,tablet,18,30.0,2.0,4.0,2.0
15,32.0,tablet,18,34.0,4.0,4.0,4.0
16,36.0,tablet,18,38.0,4.0,1.0,4.0
