,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,20,0.0,5.0,2.0,5.0
1,5.0,desktop,20,2.0,2.0,1.0,2.0
2,7.0,desktop,20,3.0,1.0,1.0,1.0
3,8.0,desktop,20,4.0,1.0,1.0,1.0
4,9.0,desktop,20,5.0,1.0,3.0,1.0
5,10.0,desktop,20,8.0,3.0,1.0,3.0
6,13.0,desktop,20,9.0,1.0,1.0,1.0
7,14.0,desktop,20,10.0,1.0,1.0,1.0
8,15.0,desktop,20,11.0,2.0,2.0,1.0
9,17.0,desktop,20,13.0,1.0,1.0,1.0
10,18.0,desktop,20,14.0,1.0,2.0,1.0
11,19.0,desktop,20,16.0,2.0,2.0,2.0
12,21.0,desktop,20,18.0,2.0,3.0,2.0
13,23.0,desktop,20,21.0,3.0,1.0,3.0
14,26.0,desktop,20,22.0,1.0,3.0,1.0
15,27.0,desktop,20,25.0,3.0,2.0,3.0
16,30.0,desktop,20,27.0,2.0,3.0,2.0
17,32.0,desktop,20,30.0,3.0,4.0,3.0
18,35.0,desktop,20,34.0,4.0,1.0,4.0
