,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,18,0.0,2.0,1.0,2.0
1,2.0,desktop,18,1.0,1.0,2.0,1.0
2,3.0,desktop,18,3.0,2.0,1.0,2.0
3,5.0,desktop,18,4.0,1.0,1.0,1.0
4,6.0,desktop,18,5.0,1.0,2.0,1.0
5,7.0,desktop,18,7.0,2.0,1.0,2.0
6,9.0,desktop,18,8.0,203.0,204.0,1.0
7,212.0,desktop,18,212.0,2.0,3.0,2.0
8,214.0,desktop,18,215.0,3.0,3.0,3.0
9,217.0,desktop,18,218.0,3.0,1.0,3.0
10,220.0,mobile,18,219.0,1.0,1.0,1.0
11,221.0,mobile,18,220.0,1.0,1.0,1.0
12,222.0,mobile,18,221.0,1.0,2.0,1.0
13,223.0,mobile,18,223.0,2.0,1.0,2.0
14,225.0,mobile,18,224.0,1.0,1.0,1.0
15,226.0,mobile,18,225.0,1.0,1.0,1.0
16,227.0,mobile,18,226.0,1.0,1.0,1.0
