,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,16,0.0,2.0,1.0,2.0
1,2.0,desktop,16,1.0,1.0,1.0,1.0
2,3.0,desktop,16,2.0,1.0,1.0,1.0
3,4.0,desktop,16,3.0,1.0,3.0,1.0
4,5.0,desktop,16,6.0,3.0,1.0,3.0
5,8.0,desktop,16,7.0,1.0,1.0,1.0
6,9.0,desktop,16,8.0,1.0,2.0,1.0
7,10.0,mobile,16,10.0,2.0,2.0,2.0
8,12.0,desktop,16,12.0,3.0,3.0,2.0
9,15.0,desktop,16,15.0,2.0,2.0,2.0
10,17.0,desktop,16,17.0,2.0,1.0,2.0
11,19.0,desktop,16,18.0,1.0,2.0,1.0
12,20.0,desktop,16,20.0,2.0,2.0,2.0
13,22.0,mobile,16,22.0,2.0,1.0,2.0
14,24.0,desktop,16,23.0,1.0,2.0,1.0
