,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,22,0.0,2.0,1.0,2.0
1,2.0,desktop,22,1.0,1.0,1.0,1.0
2,3.0,tablet,22,2.0,1.0,1.0,1.0
3,4.0,tablet,22,3.0,1.0,1.0,1.0
4,5.0,desktop,22,4.0,1.0,1.0,1.0
5,6.0,desktop,22,5.0,28.0,28.0,1.0
6,34.0,desktop,22,33.0,1.0,1.0,1.0
7,35.0,desktop,22,34.0,1.0,1.0,1.0
8,36.0,desktop,22,35.0,1.0,1.0,1.0
9,37.0,desktop,22,36.0,1.0,1.0,1.0
10,38.0,desktop,22,37.0,1.0,1.0,1.0
11,39.0,desktop,22,38.0,1.0,1.0,1.0
12,40.0,desktop,22,39.0,132.0,132.0,1.0
13,172.0,desktop,22,171.0,1.0,5.0,1.0
14,173.0,desktop,22,176.0,5.0,1.0,5.0
15,178.0,mobile,22,177.0,1.0,1.0,1.0
16,179.0,mobile,22,178.0,1.0,3.0,1.0
17,180.0,desktop,22,181.0,3.0,1.0,3.0
18,183.0,desktop,22,182.0,1.0,1.0,1.0
19,184.0,desktop,22,183.0,1.0,1.0,1.0
20,185.0,mobile,22,184.0,1.0,1.0,1.0
