,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,20,0.0,1.0,1.0,1.0
1,1.0,desktop,20,1.0,1.0,1.0,1.0
2,2.0,desktop,20,2.0,1.0,1.0,1.0
3,3.0,desktop,20,3.0,1.0,1.0,1.0
4,4.0,desktop,20,4.0,1.0,1.0,1.0
5,5.0,desktop,20,5.0,1.0,2.0,1.0
6,6.0,desktop,20,7.0,2.0,1.0,2.0
7,8.0,desktop,20,8.0,1.0,2.0,1.0
8,9.0,desktop,20,10.0,9.0,11.0,2.0
9,18.0,desktop,20,21.0,4.0,3.0,4.0
10,22.0,desktop,20,24.0,3.0,1.0,3.0
11,25.0,desktop,20,25.0,1.0,1.0,1.0
12,26.0,desktop,20,26.0,1.0,1.0,1.0
13,27.0,desktop,20,27.0,1.0,1.0,1.0
14,28.0,desktop,20,28.0,1.0,3.0,1.0
15,29.0,desktop,20,31.0,59.0,57.0,3.0
16,88.0,tablet,20,88.0,1.0,1.0,1.0
17,89.0,tablet,20,89.0,1.0,1.0,1.0
18,90.0,tablet,20,90.0,1.0,4.0,1.0
