,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,15,0.0,1.0,1.0,1.0
1,1.0,desktop,15,1.0,1.0,1.0,1.0
2,2.0,desktop,15,2.0,1.0,2.0,1.0
3,3.0,desktop,15,4.0,2.0,1.0,2.0
4,5.0,desktop,15,5.0,55.0,55.0,1.0
5,60.0,desktop,15,60.0,1.0,2.0,1.0
6,61.0,desktop,15,62.0,2.0,1.0,2.0
7,63.0,desktop,15,63.0,1.0,1.0,1.0
8,64.0,desktop,15,64.0,1.0,1.0,1.0
9,65.0,desktop,15,65.0,54.0,54.0,1.0
10,119.0,desktop,15,119.0,1.0,1.0,1.0
11,120.0,desktop,15,120.0,1.0,2.0,1.0
12,121.0,desktop,15,122.0,2.0,1.0,2.0
13,123.0,desktop,15,123.0,1.0,1.0,1.0
