,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,22,0.0,2.0,1.0,2.0
1,2.0,desktop,22,1.0,1.0,1.0,1.0
2,3.0,desktop,22,2.0,1.0,1.0,1.0
3,4.0,desktop,22,3.0,1.0,1.0,1.0
4,5.0,mobile,22,4.0,1.0,1.0,1.0
5,6.0,desktop,22,5.0,133.0,133.0,1.0
6,139.0,desktop,22,138.0,1.0,2.0,1.0
7,140.0,desktop,22,140.0,2.0,1.0,2.0
8,142.0,desktop,22,141.0,1.0,1.0,1.0
9,143.0,desktop,22,142.0,1.0,1.0,1.0
10,144.0,desktop,22,143.0,1.0,1.0,1.0
11,145.0,desktop,22,144.0,1.0,1.0,1.0
12,146.0,desktop,22,145.0,1.0,2.0,1.0
13,147.0,desktop,22,147.0,2.0,1.0,2.0
14,149.0,desktop,22,148.0,1.0,1.0,1.0
15,150.0,desktop,22,149.0,1.0,2.0,1.0
16,151.0,desktop,22,151.0,4.0,3.0,2.0
17,155.0,desktop,22,154.0,1.0,4.0,1.0
18,156.0,desktop,22,158.0,4.0,3.0,4.0
19,160.0,desktop,22,161.0,3.0,2.0,3.0
20,163.0,desktop,22,163.0,2.0,1.0,2.0
