,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,24,0.0,1.0,1.0,1.0
1,1.0,mobile,24,1.0,1.0,1.0,1.0
2,2.0,mobile,24,2.0,1.0,1.0,1.0
3,3.0,mobile,24,3.0,1.0,1.0,1.0
4,4.0,mobile,24,4.0,1.0,1.0,1.0
5,5.0,mobile,24,5.0,1.0,1.0,1.0
6,6.0,mobile,24,6.0,1.0,1.0,1.0
7,7.0,mobile,24,7.0,1.0,1.0,1.0
8,8.0,mobile,24,8.0,1.0,1.0,1.0
9,9.0,mobile,24,9.0,1.0,2.0,1.0
10,10.0,mobile,24,11.0,2.0,1.0,2.0
11,12.0,mobile,24,12.0,1.0,1.0,1.0
12,13.0,mobile,24,13.0,1.0,1.0,1.0
13,14.0,mobile,24,14.0,1.0,2.0,1.0
14,15.0,mobile,24,16.0,2.0,1.0,2.0
15,17.0,mobile,24,17.0,1.0,1.0,1.0
16,18.0,mobile,24,18.0,1.0,1.0,1.0
17,19.0,mobile,24,19.0,1.0,1.0,1.0
18,20.0,mobile,24,20.0,1.0,1.0,1.0
19,21.0,mobile,24,21.0,1.0,1.0,1.0
20,22.0,mobile,24,22.0,1.0,1.0,1.0
21,23.0,mobile,24,23.0,1.0,3.0,1.0
22,24.0,mobile,24,26.0,3.0,1.0,3.0
