,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,15,0.0,3.0,2.0,3.0
1,3.0,desktop,15,2.0,2.0,3.0,2.0
2,5.0,desktop,15,5.0,3.0,1.0,3.0
3,8.0,desktop,15,6.0,21.0,24.0,1.0
4,29.0,desktop,15,30.0,4.0,2.0,4.0
5,33.0,desktop,15,32.0,2.0,2.0,2.0
6,35.0,desktop,15,34.0,2.0,2.0,2.0
7,37.0,desktop,15,36.0,2.0,3.0,2.0
8,39.0,desktop,15,39.0,29.0,27.0,3.0
9,68.0,mobile,15,66.0,1.0,1.0,1.0
10,69.0,mobile,15,67.0,1.0,1.0,1.0
11,70.0,mobile,15,68.0,1.0,1.0,1.0
12,71.0,mobile,15,69.0,1.0,3.0,1.0
13,72.0,mobile,15,72.0,3.0,2.0,3.0
