,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,15,0.0,1.0,1.0,1.0
1,1.0,mobile,15,1.0,1.0,1.0,1.0
2,2.0,mobile,15,2.0,1.0,1.0,1.0
3,3.0,mobile,15,3.0,1.0,2.0,1.0
4,4.0,mobile,15,5.0,2.0,1.0,2.0
5,6.0,mobile,15,6.0,1.0,1.0,1.0
6,7.0,mobile,15,7.0,1.0,1.0,1.0
7,8.0,mobile,15,8.0,1.0,1.0,1.0
8,9.0,mobile,15,9.0,1.0,1.0,1.0
9,10.0,mobile,15,10.0,2.0,2.0,1.0
10,12.0,mobile,15,12.0,1.0,1.0,1.0
11,13.0,mobile,15,13.0,1.0,1.0,1.0
12,14.0,mobile,15,14.0,1.0,1.0,1.0
13,15.0,mobile,15,15.0,1.0,2.0,1.0
