,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,18,0.0,4.0,4.0,4.0
1,4.0,desktop,18,4.0,4.0,3.0,4.0
2,8.0,desktop,18,7.0,3.0,2.0,3.0
3,11.0,desktop,18,9.0,2.0,3.0,2.0
4,13.0,desktop,18,12.0,3.0,3.0,3.0
5,16.0,desktop,18,15.0,157.0,155.0,3.0
6,173.0,desktop,18,170.0,1.0,2.0,1.0
7,174.0,desktop,18,172.0,2.0,3.0,2.0
8,176.0,desktop,18,175.0,3.0,1.0,3.0
9,179.0,desktop,18,176.0,1.0,1.0,1.0
10,180.0,desktop,18,177.0,1.0,2.0,1.0
11,181.0,desktop,18,179.0,2.0,3.0,2.0
12,183.0,desktop,18,182.0,3.0,1.0,3.0
13,186.0,desktop,18,183.0,94.0,96.0,1.0
14,280.0,desktop,18,279.0,3.0,1.0,3.0
15,283.0,desktop,18,280.0,1.0,3.0,1.0
16,284.0,desktop,18,283.0,3.0,3.0,3.0
