,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,16,0.0,3.0,3.0,3.0
1,3.0,desktop,16,3.0,3.0,3.0,3.0
2,6.0,desktop,16,6.0,3.0,1.0,3.0
3,9.0,desktop,16,7.0,1.0,3.0,1.0
4,10.0,desktop,16,10.0,3.0,2.0,3.0
5,13.0,desktop,16,12.0,2.0,1.0,2.0
6,15.0,desktop,16,13.0,133.0,133.0,1.0
7,148.0,desktop,16,146.0,1.0,3.0,1.0
8,149.0,desktop,16,149.0,3.0,1.0,3.0
9,152.0,desktop,16,150.0,1.0,2.0,1.0
10,153.0,desktop,16,152.0,2.0,1.0,2.0
11,155.0,desktop,16,153.0,1.0,1.0,1.0
12,156.0,desktop,16,154.0,1.0,2.0,1.0
13,157.0,desktop,16,156.0,2.0,1.0,2.0
14,159.0,desktop,16,157.0,1.0,1.0,1.0
