,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,15,0.0,1.0,1.0,1.0
1,1.0,desktop,15,1.0,1.0,1.0,1.0
2,2.0,desktop,15,2.0,1.0,1.0,1.0
3,3.0,desktop,15,3.0,1.0,1.0,1.0
4,4.0,desktop,15,4.0,1.0,1.0,1.0
5,5.0,desktop,15,5.0,1.0,1.0,1.0
6,6.0,desktop,15,6.0,1.0,1.0,1.0
7,7.0,tablet,15,7.0,1.0,2.0,1.0
8,8.0,desktop,15,9.0,132.0,131.0,2.0
9,140.0,desktop,15,140.0,1.0,1.0,1.0
10,141.0,desktop,15,141.0,1.0,2.0,1.0
11,142.0,desktop,15,143.0,2.0,2.0,2.0
12,144.0,desktop,15,145.0,2.0,1.0,2.0
13,146.0,desktop,15,146.0,1.0,1.0,1.0
