,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,16,0.0,2.0,1.0,2.0
1,2.0,desktop,16,1.0,1.0,1.0,1.0
2,3.0,mobile,16,2.0,1.0,1.0,1.0
3,4.0,mobile,16,3.0,1.0,2.0,1.0
4,5.0,mobile,16,5.0,2.0,2.0,2.0
5,7.0,mobile,16,7.0,13.0,12.0,2.0
6,20.0,mobile,16,19.0,1.0,1.0,1.0
7,21.0,mobile,16,20.0,1.0,1.0,1.0
8,22.0,mobile,16,21.0,3.0,3.0,1.0
9,25.0,mobile,16,24.0,1.0,1.0,1.0
10,26.0,mobile,16,25.0,1.0,1.0,1.0
11,27.0,mobile,16,26.0,157.0,157.0,1.0
12,184.0,tablet,16,183.0,1.0,2.0,1.0
13,185.0,tablet,16,185.0,2.0,1.0,2.0
14,187.0,tablet,16,186.0,1.0,1.0,1.0
