,time,event0,event1,event2,event3,event4,event5
0,0.0,tablet,16,0.0,4.0,3.0,2.0
1,4.0,mobile,16,3.0,1.0,1.0,1.0
2,5.0,mobile,16,4.0,1.0,1.0,1.0
3,6.0,mobile,16,5.0,1.0,1.0,1.0
4,7.0,mobile,16,6.0,75.0,75.0,1.0
5,82.0,tablet,16,81.0,1.0,1.0,1.0
6,83.0,tablet,16,82.0,1.0,1.0,1.0
7,84.0,tablet,16,83.0,1.0,1.0,1.0
8,85.0,desktop,16,84.0,2.0,2.0,1.0
9,87.0,mobile,16,86.0,1.0,1.0,1.0
10,88.0,mobile,16,87.0,1.0,1.0,1.0
11,89.0,mobile,16,88.0,1.0,1.0,1.0
12,90.0,mobile,16,89.0,1.0,1.0,1.0
13,91.0,mobile,16,90.0,1.0,1.0,1.0
14,92.0,mobile,16,91.0,1.0,1.0,1.0
