,time,event0,event1,event2,event3,event4,event5
0,0.0,tablet,16,0.0,1.0,3.0,1.0
1,1.0,tablet,16,3.0,3.0,3.0,3.0
2,4.0,mobile,16,6.0,3.0,2.0,3.0
3,7.0,mobile,16,8.0,2.0,1.0,2.0
4,9.0,mobile,16,9.0,1.0,2.0,1.0
5,10.0,mobile,16,11.0,2.0,1.0,2.0
6,12.0,mobile,16,12.0,1.0,1.0,1.0
7,13.0,mobile,16,13.0,1.0,1.0,1.0
8,14.0,mobile,16,14.0,1.0,1.0,1.0
9,15.0,mobile,16,15.0,1.0,1.0,1.0
10,16.0,mobile,16,16.0,1.0,1.0,1.0
11,17.0,mobile,16,17.0,1.0,2.0,1.0
12,18.0,mobile,16,19.0,2.0,1.0,2.0
13,20.0,mobile,16,20.0,1.0,2.0,1.0
14,21.0,mobile,16,22.0,2.0,2.0,2.0
