,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,14,0.0,2.0,2.0,2.0
1,2.0,mobile,14,2.0,2.0,2.0,2.0
2,4.0,mobile,14,4.0,2.0,2.0,2.0
3,6.0,mobile,14,6.0,2.0,1.0,2.0
4,8.0,mobile,14,7.0,156.0,157.0,1.0
5,164.0,mobile,14,164.0,2.0,3.0,2.0
6,166.0,desktop,14,167.0,3.0,2.0,3.0
7,169.0,desktop,14,169.0,2.0,1.0,2.0
8,171.0,desktop,14,170.0,97.0,98.0,1.0
9,268.0,desktop,14,268.0,2.0,3.0,2.0
10,270.0,desktop,14,271.0,3.0,3.0,3.0
11,273.0,desktop,14,274.0,3.0,2.0,3.0
12,276.0,desktop,14,276.0,2.0,2.0,2.0
