,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,17,0.0,3.0,4.0,3.0
1,3.0,desktop,17,4.0,4.0,3.0,4.0
2,7.0,desktop,17,7.0,3.0,7.0,3.0
3,10.0,desktop,17,14.0,24.0,18.0,7.0
4,34.0,mobile,17,32.0,1.0,1.0,1.0
5,35.0,desktop,17,33.0,1.0,2.0,1.0
6,36.0,desktop,17,35.0,2.0,3.0,2.0
7,38.0,mobile,17,38.0,3.0,2.0,3.0
8,41.0,mobile,17,40.0,85.0,84.0,2.0
9,126.0,desktop,17,124.0,1.0,2.0,1.0
10,127.0,desktop,17,126.0,2.0,2.0,2.0
11,129.0,desktop,17,128.0,2.0,2.0,2.0
12,131.0,desktop,17,130.0,2.0,1.0,2.0
13,133.0,desktop,17,131.0,1.0,2.0,1.0
14,134.0,desktop,17,133.0,2.0,1.0,2.0
15,136.0,desktop,17,134.0,1.0,5.0,1.0
