,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,14,0.0,1.0,1.0,1.0
1,1.0,desktop,14,1.0,1.0,1.0,1.0
2,2.0,desktop,14,2.0,1.0,2.0,1.0
3,3.0,desktop,14,4.0,2.0,1.0,2.0
4,5.0,desktop,14,5.0,66.0,66.0,1.0
5,71.0,desktop,14,71.0,1.0,2.0,1.0
6,72.0,desktop,14,73.0,2.0,1.0,2.0
7,74.0,desktop,14,74.0,1.0,1.0,1.0
8,75.0,desktop,14,75.0,1.0,1.0,1.0
9,76.0,desktop,14,76.0,67.0,69.0,1.0
10,143.0,tablet,14,145.0,3.0,3.0,3.0
11,146.0,desktop,14,148.0,3.0,3.0,3.0
12,149.0,desktop,14,151.0,3.0,2.0,3.0
