,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,18,0.0,1.0,1.0,1.0
1,1.0,desktop,18,1.0,1.0,1.0,1.0
2,2.0,desktop,18,2.0,1.0,2.0,1.0
3,3.0,desktop,18,4.0,2.0,1.0,2.0
4,5.0,desktop,18,5.0,1.0,1.0,1.0
5,6.0,desktop,18,6.0,123.0,123.0,1.0
6,129.0,desktop,18,129.0,1.0,2.0,1.0
7,130.0,desktop,18,131.0,2.0,2.0,2.0
8,132.0,desktop,18,133.0,2.0,2.0,2.0
9,134.0,desktop,18,135.0,2.0,1.0,2.0
10,136.0,desktop,18,136.0,168.0,168.0,1.0
11,304.0,desktop,18,304.0,1.0,1.0,1.0
12,305.0,desktop,18,305.0,1.0,3.0,1.0
13,306.0,desktop,18,308.0,3.0,1.0,3.0
14,309.0,tablet,18,309.0,1.0,2.0,1.0
15,310.0,desktop,18,311.0,2.0,1.0,2.0
16,312.0,desktop,18,312.0,1.0,1.0,1.0
