,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,20,0.0,3.0,1.0,3.0
1,3.0,desktop,20,1.0,1.0,3.0,1.0
2,4.0,desktop,20,4.0,3.0,2.0,3.0
3,7.0,desktop,20,6.0,2.0,2.0,2.0
4,9.0,desktop,20,8.0,2.0,1.0,2.0
5,11.0,desktop,20,9.0,1.0,3.0,1.0
6,12.0,desktop,20,12.0,3.0,1.0,3.0
7,15.0,desktop,20,13.0,1.0,1.0,1.0
8,16.0,desktop,20,14.0,1.0,1.0,1.0
9,17.0,desktop,20,15.0,1.0,3.0,1.0
10,18.0,desktop,20,18.0,3.0,2.0,3.0
11,21.0,desktop,20,20.0,2.0,1.0,2.0
12,23.0,desktop,20,21.0,1.0,1.0,1.0
13,24.0,desktop,20,22.0,1.0,1.0,1.0
14,25.0,desktop,20,23.0,222.0,222.0,1.0
15,247.0,desktop,20,245.0,1.0,2.0,1.0
16,248.0,desktop,20,247.0,2.0,1.0,2.0
17,250.0,desktop,20,248.0,1.0,2.0,1.0
18,251.0,desktop,20,250.0,2.0,1.0,2.0
