,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,21,0.0,2.0,1.0,2.0
1,2.0,desktop,21,1.0,1.0,1.0,1.0
2,3.0,desktop,21,2.0,1.0,2.0,1.0
3,4.0,desktop,21,4.0,12.0,11.0,2.0
4,16.0,desktop,21,15.0,1.0,1.0,1.0
5,17.0,desktop,21,16.0,1.0,1.0,1.0
6,18.0,desktop,21,17.0,1.0,3.0,1.0
7,19.0,desktop,21,20.0,3.0,1.0,3.0
8,22.0,desktop,21,21.0,1.0,1.0,1.0
9,23.0,desktop,21,22.0,172.0,173.0,1.0
10,195.0,desktop,21,195.0,2.0,1.0,2.0
11,197.0,desktop,21,196.0,1.0,2.0,1.0
12,198.0,desktop,21,198.0,2.0,1.0,2.0
13,200.0,desktop,21,199.0,1.0,2.0,1.0
14,201.0,desktop,21,201.0,2.0,4.0,2.0
15,203.0,desktop,21,205.0,4.0,1.0,4.0
16,207.0,desktop,21,206.0,1.0,1.0,1.0
17,208.0,desktop,21,207.0,1.0,1.0,1.0
18,209.0,desktop,21,208.0,1.0,2.0,1.0
19,210.0,desktop,21,210.0,2.0,1.0,2.0
