,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,16,0.0,2.0,1.0,2.0
1,2.0,desktop,16,1.0,1.0,1.0,1.0
2,3.0,mobile,16,2.0,1.0,1.0,1.0
3,4.0,mobile,16,3.0,1.0,1.0,1.0
4,5.0,desktop,16,4.0,1.0,1.0,1.0
5,6.0,desktop,16,5.0,104.0,104.0,1.0
6,110.0,mobile,16,109.0,1.0,1.0,1.0
7,111.0,mobile,16,110.0,1.0,1.0,1.0
8,112.0,mobile,16,111.0,1.0,2.0,1.0
9,113.0,desktop,16,113.0,2.0,3.0,2.0
10,115.0,desktop,16,116.0,3.0,2.0,3.0
11,118.0,mobile,16,118.0,2.0,1.0,2.0
12,120.0,mobile,16,119.0,1.0,1.0,1.0
13,121.0,mobile,16,120.0,1.0,2.0,1.0
14,122.0,mobile,16,122.0,2.0,1.0,2.0
