,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,16,0.0,1.0,1.0,1.0
1,1.0,desktop,16,1.0,1.0,2.0,1.0
2,2.0,desktop,16,3.0,2.0,1.0,2.0
3,4.0,desktop,16,4.0,1.0,1.0,1.0
4,5.0,desktop,16,5.0,1.0,2.0,1.0
5,6.0,desktop,16,7.0,2.0,1.0,2.0
6,8.0,tablet,16,8.0,1.0,2.0,1.0
7,9.0,tablet,16,10.0,2.0,1.0,2.0
8,11.0,desktop,16,11.0,207.0,207.0,1.0
9,218.0,tablet,16,218.0,1.0,1.0,1.0
10,219.0,tablet,16,219.0,1.0,1.0,1.0
11,220.0,tablet,16,220.0,1.0,2.0,1.0
12,221.0,tablet,16,222.0,2.0,1.0,2.0
13,223.0,desktop,16,223.0,1.0,1.0,1.0
14,224.0,desktop,16,224.0,1.0,2.0,1.0
