,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,15,0.0,1.0,2.0,1.0
1,1.0,desktop,15,2.0,2.0,1.0,2.0
2,3.0,desktop,15,3.0,1.0,1.0,1.0
3,4.0,desktop,15,4.0,1.0,1.0,1.0
4,5.0,desktop,15,5.0,27.0,28.0,1.0
5,32.0,desktop,15,33.0,2.0,2.0,2.0
6,34.0,desktop,15,35.0,2.0,1.0,2.0
7,36.0,desktop,15,36.0,1.0,1.0,1.0
8,37.0,desktop,15,37.0,2.0,3.0,1.0
9,39.0,desktop,15,40.0,2.0,1.0,2.0
10,41.0,desktop,15,41.0,1.0,1.0,1.0
11,42.0,desktop,15,42.0,1.0,1.0,1.0
12,43.0,desktop,15,43.0,1.0,1.0,1.0
13,44.0,desktop,15,44.0,1.0,1.0,1.0
