,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,15,0.0,2.0,2.0,2.0
1,2.0,desktop,15,2.0,2.0,2.0,2.0
2,4.0,desktop,15,4.0,2.0,1.0,2.0
3,6.0,mobile,15,5.0,1.0,1.0,1.0
4,7.0,desktop,15,6.0,1.0,2.0,1.0
5,8.0,desktop,15,8.0,2.0,2.0,2.0
6,10.0,desktop,15,10.0,2.0,3.0,2.0
7,12.0,desktop,15,13.0,3.0,1.0,3.0
8,15.0,desktop,15,14.0,1.0,1.0,1.0
9,16.0,desktop,15,15.0,1.0,2.0,1.0
10,17.0,desktop,15,17.0,2.0,2.0,2.0
11,19.0,mobile,15,19.0,6.0,8.0,2.0
12,25.0,desktop,15,27.0,4.0,2.0,4.0
13,29.0,mobile,15,29.0,2.0,2.0,2.0
