,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,23,0.0,1.0,1.0,1.0
1,1.0,mobile,23,1.0,1.0,1.0,1.0
2,2.0,mobile,23,2.0,1.0,1.0,1.0
3,3.0,mobile,23,3.0,1.0,2.0,1.0
4,4.0,mobile,23,5.0,3.0,2.0,2.0
5,7.0,mobile,23,7.0,1.0,1.0,1.0
6,8.0,mobile,23,8.0,1.0,1.0,1.0
7,9.0,mobile,23,9.0,1.0,1.0,1.0
8,10.0,mobile,23,10.0,1.0,1.0,1.0
9,11.0,mobile,23,11.0,1.0,2.0,1.0
10,12.0,mobile,23,13.0,2.0,1.0,2.0
11,14.0,mobile,23,14.0,1.0,1.0,1.0
12,15.0,mobile,23,15.0,1.0,1.0,1.0
13,16.0,mobile,23,16.0,2.0,3.0,1.0
14,18.0,mobile,23,19.0,2.0,3.0,2.0
15,20.0,mobile,23,22.0,3.0,1.0,3.0
16,23.0,mobile,23,23.0,1.0,1.0,1.0
17,24.0,mobile,23,24.0,1.0,1.0,1.0
18,25.0,mobile,23,25.0,1.0,1.0,1.0
19,26.0,mobile,23,26.0,1.0,1.0,1.0
20,27.0,mobile,23,27.0,1.0,1.0,1.0
21,28.0,mobile,23,28.0,1.0,1.0,1.0
