,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,17,0.0,1.0,1.0,1.0
1,1.0,mobile,17,1.0,1.0,2.0,1.0
2,2.0,mobile,17,3.0,2.0,3.0,2.0
3,4.0,mobile,17,6.0,3.0,3.0,3.0
4,7.0,desktop,17,9.0,3.0,2.0,3.0
5,10.0,desktop,17,11.0,2.0,3.0,2.0
6,12.0,mobile,17,14.0,3.0,2.0,3.0
7,15.0,desktop,17,16.0,2.0,4.0,2.0
8,17.0,desktop,17,20.0,4.0,2.0,4.0
9,21.0,mobile,17,22.0,2.0,2.0,2.0
10,23.0,mobile,17,24.0,2.0,2.0,2.0
11,25.0,desktop,17,26.0,2.0,3.0,2.0
12,27.0,mobile,17,29.0,14.0,13.0,3.0
13,41.0,desktop,17,42.0,2.0,1.0,2.0
14,43.0,mobile,17,43.0,1.0,1.0,1.0
15,44.0,desktop,17,44.0,1.0,2.0,1.0
