,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,17,0.0,3.0,2.0,3.0
1,3.0,desktop,17,2.0,2.0,1.0,2.0
2,5.0,desktop,17,3.0,1.0,1.0,1.0
3,6.0,desktop,17,4.0,1.0,1.0,1.0
4,7.0,desktop,17,5.0,1.0,2.0,1.0
5,8.0,desktop,17,7.0,2.0,1.0,2.0
6,10.0,desktop,17,8.0,1.0,2.0,1.0
7,11.0,desktop,17,10.0,2.0,1.0,2.0
8,13.0,desktop,17,11.0,1.0,2.0,1.0
9,14.0,desktop,17,13.0,2.0,1.0,2.0
10,16.0,desktop,17,14.0,1.0,1.0,1.0
11,17.0,desktop,17,15.0,194.0,198.0,1.0
12,211.0,desktop,17,213.0,5.0,1.0,5.0
13,216.0,desktop,17,214.0,1.0,1.0,1.0
14,217.0,desktop,17,215.0,1.0,1.0,1.0
15,218.0,desktop,17,216.0,1.0,1.0,1.0
