,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,19,0.0,1.0,2.0,1.0
1,1.0,mobile,19,2.0,2.0,2.0,2.0
2,3.0,mobile,19,4.0,2.0,1.0,2.0
3,5.0,mobile,19,5.0,1.0,1.0,1.0
4,6.0,mobile,19,6.0,1.0,1.0,1.0
5,7.0,mobile,19,7.0,1.0,1.0,1.0
6,8.0,mobile,19,8.0,1.0,1.0,1.0
7,9.0,mobile,19,9.0,1.0,1.0,1.0
8,10.0,mobile,19,10.0,1.0,1.0,1.0
9,11.0,mobile,19,11.0,1.0,1.0,1.0
10,12.0,mobile,19,12.0,62.0,63.0,1.0
11,74.0,desktop,19,75.0,2.0,2.0,2.0
12,76.0,desktop,19,77.0,2.0,2.0,2.0
13,78.0,desktop,19,79.0,2.0,1.0,2.0
14,80.0,desktop,19,80.0,1.0,1.0,1.0
15,81.0,desktop,19,81.0,1.0,1.0,1.0
16,82.0,desktop,19,82.0,1.0,2.0,1.0
17,83.0,desktop,19,84.0,2.0,2.0,2.0
