,time,event0,event1,event2,event3,event4,event5
0,0.0,tablet,22,0.0,1.0,2.0,1.0
1,1.0,tablet,22,2.0,2.0,2.0,2.0
2,3.0,tablet,22,4.0,2.0,1.0,2.0
3,5.0,tablet,22,5.0,6.0,6.0,1.0
4,11.0,tablet,22,11.0,1.0,1.0,1.0
5,12.0,tablet,22,12.0,1.0,1.0,1.0
6,13.0,tablet,22,13.0,1.0,1.0,1.0
7,14.0,tablet,22,14.0,317.0,320.0,1.0
8,331.0,desktop,22,334.0,4.0,5.0,4.0
9,335.0,desktop,22,339.0,5.0,6.0,5.0
10,340.0,desktop,22,345.0,6.0,1.0,6.0
11,346.0,desktop,22,346.0,1.0,1.0,1.0
12,347.0,desktop,22,347.0,1.0,2.0,1.0
13,348.0,desktop,22,349.0,2.0,1.0,2.0
14,350.0,desktop,22,350.0,1.0,1.0,1.0
15,351.0,desktop,22,351.0,1.0,2.0,1.0
16,352.0,desktop,22,353.0,2.0,1.0,2.0
17,354.0,desktop,22,354.0,1.0,1.0,1.0
18,355.0,desktop,22,355.0,1.0,2.0,1.0
19,356.0,desktop,22,357.0,2.0,1.0,2.0
20,358.0,desktop,22,358.0,1.0,1.0,1.0
