,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,14,0.0,1.0,1.0,1.0
1,1.0,desktop,14,1.0,1.0,1.0,1.0
2,2.0,desktop,14,2.0,1.0,2.0,1.0
3,3.0,mobile,14,4.0,2.0,1.0,2.0
4,5.0,mobile,14,5.0,1.0,1.0,1.0
5,6.0,mobile,14,6.0,102.0,102.0,1.0
6,108.0,desktop,14,108.0,1.0,1.0,1.0
7,109.0,desktop,14,109.0,1.0,1.0,1.0
8,110.0,desktop,14,110.0,1.0,2.0,1.0
9,111.0,desktop,14,112.0,29.0,28.0,2.0
10,140.0,mobile,14,140.0,1.0,2.0,1.0
11,141.0,desktop,14,142.0,2.0,1.0,2.0
12,143.0,desktop,14,143.0,1.0,3.0,1.0
