,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,14,0.0,1.0,1.0,1.0
1,1.0,desktop,14,1.0,1.0,1.0,1.0
2,2.0,desktop,14,2.0,1.0,1.0,1.0
3,3.0,desktop,14,3.0,1.0,1.0,1.0
4,4.0,desktop,14,4.0,1.0,1.0,1.0
5,5.0,desktop,14,5.0,1.0,1.0,1.0
6,6.0,desktop,14,6.0,300.0,301.0,1.0
7,306.0,desktop,14,307.0,2.0,1.0,2.0
8,308.0,desktop,14,308.0,1.0,4.0,1.0
9,309.0,desktop,14,312.0,4.0,2.0,4.0
10,313.0,mobile,14,314.0,2.0,2.0,2.0
11,315.0,mobile,14,316.0,2.0,2.0,2.0
12,317.0,mobile,14,318.0,2.0,3.0,2.0
