,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,26,0.0,1.0,1.0,1.0
1,1.0,mobile,26,1.0,1.0,1.0,1.0
2,2.0,mobile,26,2.0,1.0,1.0,1.0
3,3.0,mobile,26,3.0,1.0,1.0,1.0
4,4.0,mobile,26,4.0,1.0,1.0,1.0
5,5.0,mobile,26,5.0,2.0,2.0,1.0
6,7.0,mobile,26,7.0,1.0,1.0,1.0
7,8.0,mobile,26,8.0,1.0,1.0,1.0
8,9.0,mobile,26,9.0,1.0,2.0,1.0
9,10.0,mobile,26,11.0,93.0,92.0,2.0
10,103.0,mobile,26,103.0,1.0,1.0,1.0
11,104.0,mobile,26,104.0,1.0,1.0,1.0
12,105.0,mobile,26,105.0,1.0,2.0,1.0
13,106.0,mobile,26,107.0,2.0,2.0,2.0
14,108.0,mobile,26,109.0,2.0,1.0,2.0
15,110.0,mobile,26,110.0,1.0,1.0,1.0
16,111.0,mobile,26,111.0,1.0,1.0,1.0
17,112.0,mobile,26,112.0,1.0,1.0,1.0
18,113.0,mobile,26,113.0,82.0,82.0,1.0
19,195.0,mobile,26,195.0,1.0,1.0,1.0
20,196.0,mobile,26,196.0,1.0,1.0,1.0
21,197.0,mobile,26,197.0,1.0,1.0,1.0
22,198.0,mobile,26,198.0,3.0,3.0,1.0
23,201.0,mobile,26,201.0,1.0,1.0,1.0
24,202.0,mobile,26,202.0,1.0,2.0,1.0
