,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,25,0.0,1.0,1.0,1.0
1,1.0,desktop,25,1.0,1.0,1.0,1.0
2,2.0,desktop,25,2.0,1.0,1.0,1.0
3,3.0,desktop,25,3.0,1.0,1.0,1.0
4,4.0,desktop,25,4.0,3.0,3.0,1.0
5,7.0,desktop,25,7.0,1.0,1.0,1.0
6,8.0,desktop,25,8.0,1.0,2.0,1.0
7,9.0,desktop,25,10.0,2.0,1.0,2.0
8,11.0,desktop,25,11.0,2.0,2.0,1.0
9,13.0,desktop,25,13.0,1.0,2.0,1.0
10,14.0,desktop,25,15.0,2.0,1.0,2.0
11,16.0,desktop,25,16.0,1.0,1.0,1.0
12,17.0,desktop,25,17.0,1.0,1.0,1.0
13,18.0,desktop,25,18.0,1.0,1.0,1.0
14,19.0,desktop,25,19.0,5.0,5.0,1.0
15,24.0,desktop,25,24.0,1.0,1.0,1.0
16,25.0,desktop,25,25.0,1.0,1.0,1.0
17,26.0,desktop,25,26.0,1.0,1.0,1.0
18,27.0,desktop,25,27.0,1.0,1.0,1.0
19,28.0,desktop,25,28.0,1.0,1.0,1.0
20,29.0,desktop,25,29.0,1.0,1.0,1.0
21,30.0,desktop,25,30.0,1.0,1.0,1.0
22,31.0,desktop,25,31.0,1.0,2.0,1.0
23,32.0,desktop,25,33.0,2.0,1.0,2.0
