,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,20,0.0,1.0,1.0,1.0
1,1.0,mobile,20,1.0,1.0,1.0,1.0
2,2.0,mobile,20,2.0,1.0,1.0,1.0
3,3.0,mobile,20,3.0,1.0,1.0,1.0
4,4.0,mobile,20,4.0,1.0,1.0,1.0
5,5.0,mobile,20,5.0,1.0,1.0,1.0
6,6.0,mobile,20,6.0,1.0,1.0,1.0
7,7.0,mobile,20,7.0,5.0,5.0,1.0
8,12.0,desktop,20,12.0,1.0,1.0,1.0
9,13.0,desktop,20,13.0,1.0,1.0,1.0
10,14.0,mobile,20,14.0,1.0,1.0,1.0
11,15.0,mobile,20,15.0,1.0,1.0,1.0
12,16.0,mobile,20,16.0,1.0,2.0,1.0
13,17.0,desktop,20,18.0,2.0,2.0,2.0
14,19.0,mobile,20,20.0,2.0,2.0,2.0
15,21.0,mobile,20,22.0,268.0,267.0,2.0
16,289.0,mobile,20,289.0,1.0,1.0,1.0
17,290.0,mobile,20,290.0,1.0,1.0,1.0
18,291.0,mobile,20,291.0,1.0,1.0,1.0
