,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,23,0.0,2.0,1.0,2.0
1,2.0,desktop,23,1.0,1.0,1.0,1.0
2,3.0,desktop,23,2.0,1.0,1.0,1.0
3,4.0,desktop,23,3.0,1.0,1.0,1.0
4,5.0,tablet,23,4.0,1.0,2.0,1.0
5,6.0,tablet,23,6.0,83.0,82.0,2.0
6,89.0,desktop,23,88.0,1.0,1.0,1.0
7,90.0,desktop,23,89.0,1.0,2.0,1.0
8,91.0,desktop,23,91.0,2.0,1.0,2.0
9,93.0,desktop,23,92.0,1.0,2.0,1.0
10,94.0,desktop,23,94.0,2.0,1.0,2.0
11,96.0,desktop,23,95.0,1.0,2.0,1.0
12,97.0,desktop,23,97.0,78.0,77.0,2.0
13,175.0,desktop,23,174.0,1.0,1.0,1.0
14,176.0,desktop,23,175.0,1.0,1.0,1.0
15,177.0,mobile,23,176.0,1.0,1.0,1.0
16,178.0,desktop,23,177.0,1.0,1.0,1.0
17,179.0,mobile,23,178.0,1.0,2.0,1.0
18,180.0,desktop,23,180.0,2.0,1.0,2.0
19,182.0,desktop,23,181.0,1.0,1.0,1.0
20,183.0,desktop,23,182.0,1.0,1.0,1.0
21,184.0,desktop,23,183.0,1.0,2.0,1.0
