,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,16,0.0,4.0,1.0,4.0
1,4.0,desktop,16,1.0,1.0,3.0,1.0
2,5.0,desktop,16,4.0,3.0,2.0,3.0
3,8.0,desktop,16,6.0,2.0,2.0,2.0
4,10.0,desktop,16,8.0,2.0,2.0,2.0
5,12.0,desktop,16,10.0,2.0,1.0,2.0
6,14.0,desktop,16,11.0,1.0,1.0,1.0
7,15.0,desktop,16,12.0,1.0,1.0,1.0
8,16.0,desktop,16,13.0,1.0,1.0,1.0
9,17.0,desktop,16,14.0,1.0,1.0,1.0
10,18.0,desktop,16,15.0,1.0,1.0,1.0
11,19.0,desktop,16,16.0,79.0,83.0,1.0
12,98.0,mobile,16,99.0,5.0,4.0,5.0
13,103.0,mobile,16,103.0,4.0,2.0,4.0
14,107.0,desktop,16,105.0,2.0,1.0,2.0
