,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,26,0.0,1.0,1.0,1.0
1,1.0,desktop,26,1.0,1.0,1.0,1.0
2,2.0,desktop,26,2.0,1.0,1.0,1.0
3,3.0,desktop,26,3.0,1.0,1.0,1.0
4,4.0,desktop,26,4.0,1.0,1.0,1.0
5,5.0,desktop,26,5.0,1.0,2.0,1.0
6,6.0,desktop,26,7.0,2.0,2.0,2.0
7,8.0,desktop,26,9.0,2.0,1.0,2.0
8,10.0,desktop,26,10.0,1.0,1.0,1.0
9,11.0,desktop,26,11.0,72.0,72.0,1.0
10,83.0,desktop,26,83.0,1.0,1.0,1.0
11,84.0,desktop,26,84.0,1.0,1.0,1.0
12,85.0,desktop,26,85.0,1.0,2.0,1.0
13,86.0,desktop,26,87.0,2.0,1.0,2.0
14,88.0,desktop,26,88.0,1.0,1.0,1.0
15,89.0,desktop,26,89.0,1.0,1.0,1.0
16,90.0,desktop,26,90.0,1.0,1.0,1.0
17,91.0,desktop,26,91.0,1.0,1.0,1.0
18,92.0,desktop,26,92.0,1.0,1.0,1.0
19,93.0,desktop,26,93.0,1.0,1.0,1.0
20,94.0,desktop,26,94.0,1.0,2.0,1.0
21,95.0,desktop,26,96.0,2.0,1.0,2.0
22,97.0,desktop,26,97.0,1.0,2.0,1.0
23,98.0,desktop,26,99.0,2.0,1.0,2.0
24,100.0,desktop,26,100.0,1.0,1.0,1.0
