,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,26,0.0,1.0,1.0,1.0
1,1.0,desktop,26,1.0,1.0,1.0,1.0
2,2.0,tablet,26,2.0,1.0,1.0,1.0
3,3.0,tablet,26,3.0,1.0,1.0,1.0
4,4.0,tablet,26,4.0,1.0,1.0,1.0
5,5.0,tablet,26,5.0,1.0,1.0,1.0
6,6.0,tablet,26,6.0,1.0,1.0,1.0
7,7.0,tablet,26,7.0,1.0,1.0,1.0
8,8.0,tablet,26,8.0,1.0,1.0,1.0
9,9.0,tablet,26,9.0,1.0,1.0,1.0
10,10.0,tablet,26,10.0,1.0,2.0,1.0
11,11.0,tablet,26,12.0,24.0,23.0,2.0
12,35.0,desktop,26,35.0,1.0,1.0,1.0
13,36.0,desktop,26,36.0,1.0,1.0,1.0
14,37.0,tablet,26,37.0,1.0,1.0,1.0
15,38.0,tablet,26,38.0,1.0,1.0,1.0
16,39.0,tablet,26,39.0,1.0,1.0,1.0
17,40.0,tablet,26,40.0,1.0,1.0,1.0
18,41.0,tablet,26,41.0,1.0,1.0,1.0
19,42.0,tablet,26,42.0,28.0,28.0,1.0
20,70.0,desktop,26,70.0,1.0,1.0,1.0
21,71.0,desktop,26,71.0,1.0,1.0,1.0
22,72.0,desktop,26,72.0,1.0,1.0,1.0
23,73.0,desktop,26,73.0,1.0,1.0,1.0
24,74.0,desktop,26,74.0,1.0,3.0,1.0
