,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,16,0.0,3.0,1.0,3.0
1,3.0,desktop,16,1.0,1.0,3.0,1.0
2,4.0,desktop,16,4.0,3.0,2.0,3.0
3,7.0,mobile,16,6.0,127.0,126.0,2.0
4,134.0,mobile,16,132.0,1.0,1.0,1.0
5,135.0,mobile,16,133.0,1.0,1.0,1.0
6,136.0,mobile,16,134.0,1.0,1.0,1.0
7,137.0,mobile,16,135.0,1.0,2.0,1.0
8,138.0,mobile,16,137.0,51.0,50.0,2.0
9,189.0,desktop,16,187.0,1.0,1.0,1.0
10,190.0,desktop,16,188.0,1.0,1.0,1.0
11,191.0,desktop,16,189.0,1.0,2.0,1.0
12,192.0,desktop,16,191.0,2.0,2.0,2.0
13,194.0,mobile,16,193.0,2.0,1.0,2.0
14,196.0,desktop,16,194.0,1.0,1.0,1.0
