,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,22,0.0,1.0,1.0,1.0
1,1.0,desktop,22,1.0,1.0,1.0,1.0
2,2.0,desktop,22,2.0,1.0,1.0,1.0
3,3.0,desktop,22,3.0,1.0,1.0,1.0
4,4.0,desktop,22,4.0,1.0,1.0,1.0
5,5.0,desktop,22,5.0,1.0,1.0,1.0
6,6.0,desktop,22,6.0,1.0,1.0,1.0
7,7.0,desktop,22,7.0,1.0,1.0,1.0
8,8.0,mobile,22,8.0,61.0,61.0,1.0
9,69.0,desktop,22,69.0,1.0,1.0,1.0
10,70.0,desktop,22,70.0,1.0,1.0,1.0
11,71.0,desktop,22,71.0,1.0,1.0,1.0
12,72.0,desktop,22,72.0,50.0,50.0,1.0
13,122.0,desktop,22,122.0,1.0,1.0,1.0
14,123.0,desktop,22,123.0,1.0,2.0,1.0
15,124.0,desktop,22,125.0,2.0,1.0,2.0
16,126.0,desktop,22,126.0,1.0,2.0,1.0
17,127.0,mobile,22,128.0,126.0,125.0,2.0
18,253.0,mobile,22,253.0,1.0,1.0,1.0
19,254.0,mobile,22,254.0,1.0,3.0,1.0
20,255.0,mobile,22,257.0,3.0,2.0,3.0
