,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,20,0.0,1.0,2.0,1.0
1,1.0,desktop,20,2.0,2.0,1.0,2.0
2,3.0,desktop,20,3.0,1.0,1.0,1.0
3,4.0,tablet,20,4.0,1.0,1.0,1.0
4,5.0,mobile,20,5.0,1.0,1.0,1.0
5,6.0,tablet,20,6.0,1.0,1.0,1.0
6,7.0,tablet,20,7.0,32.0,34.0,1.0
7,39.0,tablet,20,41.0,3.0,3.0,3.0
8,42.0,tablet,20,44.0,3.0,1.0,3.0
9,45.0,tablet,20,45.0,1.0,1.0,1.0
10,46.0,tablet,20,46.0,29.0,31.0,1.0
11,75.0,tablet,20,77.0,3.0,1.0,3.0
12,78.0,tablet,20,78.0,1.0,3.0,1.0
13,79.0,tablet,20,81.0,3.0,1.0,3.0
14,82.0,mobile,20,82.0,1.0,1.0,1.0
15,83.0,desktop,20,83.0,1.0,1.0,1.0
16,84.0,tablet,20,84.0,1.0,1.0,1.0
17,85.0,tablet,20,85.0,1.0,1.0,1.0
18,86.0,tablet,20,86.0,1.0,1.0,1.0
