,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,14,0.0,1.0,1.0,1.0
1,1.0,desktop,14,1.0,1.0,1.0,1.0
2,2.0,desktop,14,2.0,1.0,1.0,1.0
3,3.0,desktop,14,3.0,1.0,1.0,1.0
4,4.0,desktop,14,4.0,1.0,1.0,1.0
5,5.0,desktop,14,5.0,1.0,1.0,1.0
6,6.0,desktop,14,6.0,231.0,231.0,1.0
7,237.0,desktop,14,237.0,1.0,1.0,1.0
8,238.0,desktop,14,238.0,1.0,1.0,1.0
9,239.0,desktop,14,239.0,1.0,1.0,1.0
10,240.0,desktop,14,240.0,1.0,1.0,1.0
11,241.0,desktop,14,241.0,1.0,1.0,1.0
12,242.0,desktop,14,242.0,1.0,1.0,1.0
