,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,15,0.0,3.0,1.0,3.0
1,3.0,tablet,15,1.0,1.0,1.0,1.0
2,4.0,tablet,15,2.0,1.0,1.0,1.0
3,5.0,tablet,15,3.0,1.0,1.0,1.0
4,6.0,desktop,15,4.0,91.0,91.0,1.0
5,97.0,desktop,15,95.0,1.0,1.0,1.0
6,98.0,desktop,15,96.0,1.0,1.0,1.0
7,99.0,tablet,15,97.0,1.0,2.0,1.0
8,100.0,mobile,15,99.0,2.0,1.0,2.0
9,102.0,tablet,15,100.0,1.0,1.0,1.0
10,103.0,tablet,15,101.0,107.0,108.0,1.0
11,210.0,desktop,15,209.0,2.0,1.0,2.0
12,212.0,tablet,15,210.0,1.0,1.0,1.0
13,213.0,tablet,15,211.0,1.0,1.0,1.0
